"Current ISBN-13 Complete"	"Ausgabennr."	"Current Project No"	"Description"	"Notification No"	"No_ Series"	"Serial Nos_"	"Series Code"	"Current Print Run No"	"Edition Group"	"Genre Code"	"Imprint Code"	"Item Disc Group "	"Item Type Code"	"Publication Date Edition"
"9783838531380"	"1005345"	"P1006150"	"Grundinformation Theologische Ethik"	"LIEFER"	""	""	""	"1"	"9550"	"WISS.THEO"	"UTBE"	"231"	"E-BOOK"	"22.10.2008"
"9783847103905"	"1037085"	"P1038225"	"Die Pflege von Frauen mit Brustkrebs"	"LIEFER"	""	""	"3051"	"1"	"U4500"	"PSYCH/MED"	"UNIPRESS6"	"U211"	"BUCH"	"22.04.2015"
"9783647710471"	"1005346"	"P1006151"	"Innovative Methoden für den Lateinunterricht"	"LIEFER"	""	""	""	"2"	"7100"	"UNTERRICHT"	"VRE"	"231"	"E-BOOK"	"13.02.2012"
"9783525252710"	"115235"	"115235"	"Kleine Schriften, Teil 2: Orientalia"	"LIEFER"	""	""	"288"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"12.11.2002"
"9783525255285"	"1005347"	"P1006152"	"Lexikon des frühgriechischen Epos Lfg. 25"	"LIEFER"	""	""	"501"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"21.07.2010"
"9783525252727"	"115236"	"P1013278"	"Kleine Schriften III"	"LIEFER"	""	""	"288"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"11.07.2006"
"9783899717624"	"1005348"	"P1006153"	"Entortung, hybride Sprache und Identitätsbildung"	"LIEFER"	""	""	""	"1"	"U2130"	"GEIST"	"UNIPRESS"	"U211"	"BUCH"	"18.02.2010"
"9783525252772"	"115237"	"115237"	"Kleine Schriften, Teil 4: Mythica, Ritualia, Relig"	"LIEFER"	""	""	"288"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"16.02.2011"
"9783525701065"	"1005349"	"P1006154"	"Vielfalt als Chance"	"LIEFER"	""	""	""	"1"	"7010"	"UNTERRICHT"	"VR"	"100"	"BUCH"	"08.04.2010"
"9783525252789"	"115238"	"115238"	"Kleine Schriften, Teil 5: Mythica, Ritualia, Relig"	"LIEFER"	""	""	"288"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"16.02.2011"
""	"1003284"	"P1003878"	"Klinische Diagnostik u. Evaluation 2009 Jg.2 Heft "	"LIEFER"	""	""	""	"1"	"8400"	"PSYCH/MED"	"VR"	"170"	"ZEITSCHR"	"31.07.2009"
"9783525252741"	"115239"	"115239"	"Kleine Schriften, Teil 7: Tragica et historica"	"LIEFER"	""	""	"288"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"10.07.2007"
"9783525534571"	"1005350"	"P1006155"	"La Septante en Allemagne et en France/Septuaginta "	"LIEFER"	""	""	"627"	"1"	"5400"	"WISS.THEO"	"VR"	"160"	"BUCH"	"20.01.2010"
"9783525252734"	"115240"	"115240"	"Kleine Schriften, Teil 8: Philosophica"	"LIEFER"	""	""	"288"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"20.08.2008"
"9783525602904"	"116709"	"P1007240"	"Evangelisches Tagzeitenbuch"	"LIEFER"	""	""	""	"5"	"6600"	"PRAKT.THEO"	"VR"	"100"	"BUCH"	"10.08.2011"
"9783525537633"	"109746"	"109746"	"Die Menora"	"LIEFER"	""	""	"627"	"1"	"5300"	"WISS.THEO"	"VR"	"160"	"BUCH"	"12.05.1993"
"9783525452387"	"1005354"	"P1006159"	"Reflexionen zu Aspekten einer Theorie der Psychose"	"LIEFER"	""	""	"158"	"1"	"4070"	"PSYCH/MED"	"VR"	"210"	"BUCH"	"06.10.2010"
"9783647404585"	"1036841"	"P1037964"	"Schreib dich gesund"	"LIEFER"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"18.02.2015"
""	"1005355"	"P1006160"	"Historische Sprachforschung 2012 Bd. 125"	"LIEFER"	""	""	""	"1"	"8500"	"GEIST"	"VR"	"170"	"ZEITSCHR"	"16.09.2014"
""	"1036058"	"P1037143"	"Musiktherapeutische Umschau 2015 Bd. 36 Heft 02"	"LIEFER"	""	""	""	"1"	"8400"	"PSYCH/MED"	"VRE"	"171"	"E-ZEITSCH"	"19.06.2015"
"9783899717563"	"1005356"	"P1006161"	"The Scientific Imaginary in Visual Culture"	"LIEFER"	""	""	"3069"	"1"	"U6000"	"GEIST"	"UNIPRESS"	"U211"	"BUCH"	"18.02.2010"
"9783525537664"	"110307"	"110307"	"Hymnen der Alten Welt im Kulturvergleich"	"LIEFER"	""	""	"627"	"1"	"5300"	"WISS.THEO"	"VR"	"160"	"BUCH"	"12.01.1994"
"9783525515341"	"1004109"	"P1004807"	"Der erste Brief an die Korinther"	"LIEFER"	""	""	"389"	"1"	"5100"	"WISS.THEO"	"VR"	"100"	"BUCH"	"09.12.2009"
"9783525351864"	"115247"	"115247"	"Negotiating the Gift"	"LIEFER"	""	""	"888"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"12.04.2003"
"9783525600078"	"1002856"	"P1007224"	"Milieus praktisch"	"LIEFER"	""	""	""	"3"	"6900"	"PRAKT.THEO"	"VR"	"100"	"BUCH"	"15.09.2010"
"9783666550683"	"1035356"	"P1036369"	"Religious Competition in the Third Century CE: Jew"	"LIEFER"	""	""	"293"	"1"	"5400"	"WISS.THEO"	"VRP"	"231"	"E-BOOK"	"01.10.2014"
"9783525250266"	"1002821"	"P1012411"	"Tragicorum Romanorum Fragmenta. Vol. I"	"LIEFER"	""	""	"886"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"12.09.2013"
""	"1036171"	"P1037257"	"Zeitschrift für Geschichtsdidaktik 2015 Jg. 14"	"LIEFER"	""	""	""	"1"	"8500"	"GESCH"	"VR"	"170"	"ZEITSCHR"	"24.08.2015"
"9783525633946"	"1003742"	"P1004366"	"Gerechte in der Bibel – Sünder in der Bibel"	"LIEFER"	""	""	""	"1"	"6300"	"PRAKT.THEO"	"VR"	"100"	"BUCH"	"17.09.2008"
"9783525536384"	"111677"	"111677"	"Die Welt der altorientalischen Bildsymbolik und das Alte Testament"	"LIEFER"	""	""	""	"5"	"5300"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.03.1996"
"9783525530498"	"116720"	"116720"	"Bethel"	"LIEFER"	""	""	"627"	"1"	"5300"	"WISS.THEO"	"VR"	"160"	"BUCH"	"12.05.2003"
"9783525360507"	"111683"	"111683"	"Die Konzilsfrage in den Flug- und Streitschriften des deutschen Sprachraumes 1518–1563"	"LIEFER"	""	""	"751"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"12.08.1999"
"9783525534533"	"1004101"	"P1004799"	"Das Buch vom Tage"	"LIEFER"	""	""	"627"	"1"	"5400"	"WISS.THEO"	"VR"	"160"	"BUCH"	"22.10.2008"
"9783525255223"	"115252"	"115252"	"Lexikon des frühgriechischen Epos Lfg. 20"	"LIEFER"	""	""	"501"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"05.10.2004"
"9783525615324"	"116800"	"116800"	"Du und ich, lieber Gott"	"LIEFER"	""	""	"405"	"1"	"7020"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"12.09.2003"
"9783666300516"	"1035265"	"P1036278"	"Ökologische Erinnerungsorte"	"LIEFER"	""	""	""	"1"	"3000"	"GESCH"	"VRP"	"231"	"E-BOOK"	"11.12.2013"
"9783525613276"	"116725"	"116725"	"Feste feiern mit Religionsunterricht praktisch 1-4"	"LIEFER"	""	""	""	"2"	"7700"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"12.05.2003"
"9783525534007"	"109749"	"109749"	"Septuaginta. Band 8,2"	"LIEFER"	""	""	"643"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.11.1993"
"9783899711172"	"116734"	"116734"	"Umweltvereinbarungen"	"LIEFER"	""	""	"3020"	"1"	"U1800"	"WIRTSCHAFT"	"UNIPRESS"	"U211"	"BUCH"	"12.07.2003"
"9783525014653"	"115262"	"115262"	"Hilfreiche Briefe an Zwangskranke"	"LIEFER"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.09.2001"
""	"1005366"	"P1006172"	"Kirchliche Zeitgeschichte 2011 Jg. 24 Heft 01"	"LIEFER"	""	""	""	"1"	"8500"	"GESCH"	"VR"	"170"	"ZEITSCHR"	"29.08.2011"
"9783525016145"	"111726"	"111726"	"Bürgertum und Glaube"	"LIEFER"	""	""	"651"	"1"	"3000"	"GESCH"	"VR"	"100"	"BUCH"	"12.05.1996"
"9783525368008"	"116733"	"116733"	"Geselligkeit und Demokratie"	"LIEFER"	""	""	"667"	"1"	"3100"	"GESCH"	"VR"	"100"	"BUCH"	"12.09.2003"
""	"1036090"	"P1037176"	"Homiletische Monatshefte 2014-15 Jg. 90 H.04"	"LIEFER"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VRE"	"171"	"E-ZEITSCH"	"04.12.2014"
""	"1005368"	"P1006174"	"Kirchliche Zeitgeschichte 2011 Jg. 24,Heft 02"	"LIEFER"	""	""	""	"1"	"8500"	"GESCH"	"VR"	"170"	"ZEITSCHR"	"09.05.2012"
"9783525538920"	"111747"	"111747"	"Egyptian Iconography on Syro-Palestinian Cylinder Seals of the Middle Bronze Age"	"LIEFER"	""	""	"628"	"1"	"5300"	"WISS.THEO"	"VR"	"160"	"BUCH"	"12.02.1996"
"9783525261620"	"116718"	"116718"	"The Mahavadanasutra"	"LIEFER"	""	""	"645"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.08.2003"
"9783525537817"	"111752"	"111752"	"Pharao als Gott"	"LIEFER"	""	""	"627"	"1"	"5300"	"WISS.THEO"	"VR"	"160"	"BUCH"	"12.01.1996"
"9783525369098"	"1001911"	"P1002142"	"Totalitarismus und Literatur"	"LIEFER"	""	""	"778"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"10.04.2007"
"9783825213367"	"111492"	"P1003072"	"Dogmatik I: Die Wirklichkeit Gottes"	"LIEFER"	""	""	""	"5"	"9550"	"WISS.THEO"	"UTB"	"132"	"BUCH"	"27.10.2010"
""	"1005370"	"P1006176"	"Kirchliche Zeitgeschichte 2011 Jg. 24"	"LIEFER"	""	""	""	"1"	"8500"	"WISS.THEO"	"VR"	"170"	"ZEITSCHR"	"09.05.2012"
"9783666301650"	"1035268"	"P1036281"	"Die wandernde Grenze"	"LIEFER"	""	""	"921"	"1"	"3100"	"GESCH"	"VRP"	"231"	"E-BOOK"	"10.04.2013"
"9783525404171"	"1004105"	"P1004803"	"Rhythmen der Kommunikation"	"LIEFER"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"18.03.2009"
"9783847103639"	"1036126"	"P1037212"	"Literarischer Expressionismus"	"LIEFER"	""	""	""	"1"	"U2130"	"GEISTGESEL"	"UNIPRESS6"	"U211"	"BUCH"	"28.01.2015"
"9783525567012"	"117362"	"117362"	"Schriften zu Ökumene und Bekenntnis. Band 1"	"LIEFER"	""	""	""	"1"	"5600"	"WISS.THEO"	"VR"	"210"	"BUCH"	"14.07.2004"
"9783525823248"	"111765"	"111765"	"Planung und Entstehung der sächsischen Akademie der Wissenschaften zu Leipzig 1704–1846"	"LIEFER"	""	""	"004"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.11.1996"
"9783899711202"	"116735"	"116735"	"Aussiedler: deutsche Einwanderer aus Osteuropa"	"LIEFER"	""	""	"3018"	"2"	"U3110"	"GESCH"	"UNIPRESS"	"U211"	"BUCH"	"12.05.2003"
"9783525207901"	"111770"	"111770"	"Die bürgerliche Mediengesellschaft (1700–1830)"	"LIEFER"	""	""	"281"	"1"	"2000"	"GEIST"	"VR"	"100"	"BUCH"	"12.11.2001"
"9783525871911"	"116740"	"116740"	"100 Jahre Evangelischer Bund in Österreich"	"LIEFER"	""	""	"033"	"1"	"9100"	"WISS.THEO"	"VR"	"160"	"BUCH"	"12.04.2003"
"9783525261330"	"111786"	"111786"	"Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden. Lieferung 9"	"LIEFER"	""	""	"641"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.09.1996"
"9783899711189"	"116764"	"1000352"	"Kunstgeschichte an den Universitäten im Nationalsozialismus"	"LIEFER"	""	""	"3006"	"2"	"U2800"	"GEIST"	"UNIPRESS"	"U211"	"BUCH"	"18.06.2004"
"9783737000239"	"1037031"	"P1038171"	"Übergänge schaffen"	"LIEFER"	""	""	"3100"	"1"	"U3110"	"GESCH"	"UNIPRESSP"	"U230"	"E-BOOK"	"24.10.2012"
"9783525554494"	"116738"	"116738"	"Luther zwischen den Kulturen"	"LIEFER"	""	""	""	"1"	"5500"	"GESCH"	"VR"	"100"	"BUCH"	"11.05.2004"
"9783525458938"	"115281"	"115281"	"Trauma und Gesellschaft"	"LIEFER"	""	""	""	"1"	"4070"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.04.2002"
"9783825236281"	"1005381"	"P1006187"	"Reformation und Konfessionelles Zeitalter (1517-16"	"LIEFER"	""	""	"131"	"1"	"9550"	"WISS.THEO"	"UTB"	"132"	"BUCH"	"15.02.2012"
"9783525490525"	"115282"	"115282"	"Beruflich in Indonesien"	"LIEFER"	""	""	"289"	"1"	"4060"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.07.2002"
"9783825237486"	"1005383"	"P1006189"	"Systematische Theologie: Ethik"	"LIEFER"	""	""	"131"	"1"	"9550"	"WISS.THEO"	"UTB"	"132"	"BUCH"	"04.10.2012"
"9783525516270"	"111815"	"111815"	"Die Apostelgeschichte"	"LIEFER"	""	""	"389"	"17"	"5100"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.06.1998"
"9783899717679"	"1005388"	"P1006195"	"Christliche Existenz zwischen den Gerichten Gottes"	"LIEFER"	""	""	"3062"	"1"	"U5000"	"WISS.THEO"	"UNIPRESS"	"U211"	"BUCH"	"16.06.2010"
"9783525611074"	"115291"	"P1011752"	"Bewegter Religionsunterricht"	"LIEFER"	""	""	""	"5"	"7700"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"18.04.2013"
"9783647208671"	"1005389"	"P1006196"	"Tannhäuser"	"LIEFER"	""	""	""	"1"	"2000"	"GEIST"	"VRE"	"231"	"E-BOOK"	"17.03.2010"
"9783525354308"	"110827"	"110827"	"Spätmittelalterlicher Nationalismus"	"LIEFER"	""	""	"888"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"12.08.1995"
"9783525580165"	"1005390"	"P1006198"	"Familien in der Gemeinde"	"LIEFER"	""	""	"250"	"1"	"6300"	"PRAKT.THEO"	"VR"	"150"	"BUCHMITCD"	"18.08.2010"
""	"1036091"	"P1037178"	"Homiletische Monatshefte 2014-15 Jg. 90 H.05"	"LIEFER"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"ZEITSCHR"	"12.01.2015"
"9783525530504"	"116739"	"116739"	"Die Lehre Ptahhoteps und die Tugenden der ägyptischen Welt"	"LIEFER"	""	""	"627"	"1"	"5300"	"WISS.THEO"	"VR"	"160"	"BUCH"	"12.05.2003"
""	"115305"	"115305"	"Die Welt des Orients Band XXXI/2001"	"LIEFER"	""	""	"893"	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"ZEITSCHR"	"12.09.2001"
"9783525630143"	"1005391"	"P1006199"	"Allerlei Theater in der Kirche"	"LIEFER"	""	""	"600305"	"1"	"6300"	"PRAKT.THEO"	"VR"	"150"	"BUCHMITADD"	"18.08.2010"
""	"115306"	"115306"	"Die Welt des Orients Band XXXII/2002"	"LIEFER"	""	""	"893"	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"ZEITSCHR"	"12.08.2002"
"9783899717686"	"1005392"	"P1006200"	"Darkness Subverted"	"LIEFER"	""	""	"3073"	"1"	"U2130"	"GEIST"	"UNIPRESS"	"U211"	"BUCH"	"18.02.2010"
"9783525490709"	"115308"	"115308"	"Moderation von Arbeitsgruppen und Qualitätszirkeln"	"LIEFER"	""	""	""	"1"	"4060"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.05.2003"
"9783899717693"	"1005393"	"P1006201"	"Die Eroberung der Phantasie"	"LIEFER"	""	""	"3071"	"1"	"U2130"	"GEIST"	"UNIPRESS"	"U211"	"BUCH"	"18.02.2010"
"9783525776049"	"111827"	"111827"	"Nachdenklich handeln"	"LIEFER"	""	""	""	"1"	"7700"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"12.04.1996"
"9783525710531"	"1004103"	"P1004801"	"Tesserae"	"LIEFER"	""	""	""	"1"	"7100"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"28.04.2010"
"9783525014677"	"115310"	"115310"	"Wird nur über Sex geredet?"	"LIEFER"	""	""	""	"1"	"4070"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.09.2001"
"9783525252499"	"116741"	"116741"	"Stories from the Mountains, Stories from the Sea"	"LIEFER"	""	""	"274"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"12.07.2003"
"9783525551998"	"115293"	"P1009346"	"Religio"	"LIEFER"	""	""	"145"	"2"	"5500"	"WISS.THEO"	"VR"	"210"	"BUCH"	"23.05.2012"
"9783525017241"	"116743"	"P1001777"	"Der Weg aus der Zwangserkrankung"	"LIEFER"	""	""	"909"	"4"	"4910"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"29.11.2006"
"9783525611920"	"111833"	"111833"	"Kinder entdecken Gott mit Marc Chagall"	"LIEFER"	""	""	""	"3"	"7020"	"UNTERRICHT"	"VR"	"100"	"BUCH"	"12.01.1996"
"9783838533179"	"1005401"	"P1006210"	"Basiswissen Generative Grammatik"	"LIEFER"	""	""	""	"1"	"9526"	"GEIST"	"UTBE"	"231"	"E-BOOK"	"17.03.2010"
""	"111850"	"111850"	"EM 1995 Jg.47"	"LIEFER"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.04.1996"
"9783525614846"	"116748"	"116748"	"Glaube in Bewegung"	"LIEFER"	""	""	""	"1"	"7700"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"12.11.2003"
"9783525261583"	"115313"	"115313"	"Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden. Lieferung 13"	"LIEFER"	""	""	"641"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.04.2001"
"9783525615546"	"116747"	"116747"	"Es ging ein Engel durch den Raum"	"LIEFER"	""	""	"914"	"1"	"6300"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"12.11.2003"
"9783647560083"	"1037084"	"P1038224"	"Reaktionen auf das Augsburger Interim"	"LIEFER"	""	""	"171"	"1"	"5600"	"WISS.THEO"	"VRE"	"231"	"E-BOOK"	"21.07.2010"
"9783525615539"	"116746"	"116746"	"Muss ich Jesus gut finden?"	"LIEFER"	""	""	"914"	"1"	"6300"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"12.09.2003"
"9783525710142"	"111863"	"P1038741"	"Lumina"	"LIEFER"	""	""	""	"1"	"7100"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"12.07.1998"
"9783525710593"	"1004104"	"P1007500"	"Lumina nova – Lernvokabeln"	"LIEFER"	""	""	"600556"	"2"	"7100"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"30.05.2011"
"9783525356319"	"111495"	"111495"	"Petrusnachfolge und Kaiserimitation"	"LIEFER"	""	""	"888"	"2"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"12.07.1995"
"9783525615317"	"116799"	"116799"	"Ich hüpf über die Schwelle"	"LIEFER"	""	""	"405"	"1"	"7020"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"12.09.2003"
"9783525562864"	"111918"	"111918"	"Theosis bei Palamas und Luther"	"LIEFER"	""	""	"147"	"1"	"5600"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.11.1996"
"9783525461976"	"116771"	"P1009786"	"Ressourcenorientierte Teamarbeit"	"LIEFER"	""	""	""	"3"	"4060"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"18.07.2012"
"9783525551745"	"111919"	"111919"	"Die Entwicklung der Trinitätslehre des Basilius von Cäsarea"	"LIEFER"	""	""	"145"	"1"	"5500"	"GESCH"	"VR"	"210"	"BUCH"	"12.10.1996"
"9783525456071"	"116744"	"P1013269"	"Abwehrmechanismen"	"LIEFER"	""	""	""	"4"	"4070"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"30.11.2011"
"9783525538548"	"111928"	"111928"	"Die frühe nachösterliche Verkündigung des Reiches Gottes"	"LIEFER"	""	""	"146"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.12.1998"
"9783525461938"	"116766"	"116766"	"Tests unter der Lupe 4"	"LIEFER"	""	""	"315"	"1"	"4910"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.10.2003"
""	"111935"	"111935"	"PM 1995-96 Bd.02"	"LIEFER"	""	""	""	"1"	"9800"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.04.1996"
"9783838533223"	"1005412"	"P1006222"	"Deutsche Sprachgeschichte"	"LIEFER"	""	""	"934"	"1"	"9526"	"GEIST"	"UTBE"	"231"	"E-BOOK"	"28.04.2010"
"9783525208175"	"115329"	"115329"	"Grenzen, Schwellen, Übergänge"	"LIEFER"	""	""	""	"1"	"2000"	"GEIST"	"VR"	"100"	"BUCH"	"12.08.2001"
"9783838533155"	"1005413"	"P1006223"	"Literarische Romantik"	"LIEFER"	""	""	"934"	"1"	"9520"	"GEIST"	"UTBE"	"231"	"E-BOOK"	"08.04.2010"
""	"111939"	"111939"	"Kirchliche Zeitgeschichte"	"LIEFER"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.01.1997"
"9783838533148"	"1005415"	"P1006225"	"Ideengeschichte"	"LIEFER"	""	""	""	"1"	"9523"	"GEIST"	"UTBE"	"231"	"E-BOOK"	"08.04.2010"
""	"111940"	"111940"	"KG 1996 Jg.09 Heft 01"	"LIEFER"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.07.1996"
"9783647920023"	"1005416"	"P1006226"	"Religionsunterricht praktisch – Bilder 1"	"LIEFER"	""	""	"600325"	"1"	"7700"	"UNTERRICHT"	"VRE"	"231"	"E-BOOK"	"19.07.2010"
"9783525301364"	"115332"	"115332"	"Urteil und Gefühl"	"LIEFER"	""	""	""	"1"	"2300"	"GEIST"	"VR"	"100"	"BUCH"	"12.09.2001"
"9783647920016"	"1005417"	"P1006227"	"Religionsunterricht praktisch – Bilder 2"	"LIEFER"	""	""	"600325"	"1"	"7700"	"UNTERRICHT"	"VRE"	"231"	"E-BOOK"	"19.07.2010"
""	"111941"	"111941"	"KG 1996 Jg.09 Heft 02"	"LIEFER"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1996"
"9783647900087"	"1005418"	"P1006228"	"Religionsunterricht praktisch – Bilder 3"	"LIEFER"	""	""	"600325"	"1"	"7700"	"UNTERRICHT"	"VRE"	"231"	"E-BOOK"	"01.03.2011"
"9783525364161"	"111964"	"111964"	"Kulturgeschichte Heute"	"LIEFER"	""	""	"252"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"12.09.1996"
"9783647900063"	"1005419"	"P1006229"	"Religionsunterricht praktisch – Bilder 4"	"LIEFER"	""	""	"600325"	"1"	"7700"	"UNTERRICHT"	"VRE"	"231"	"E-BOOK"	"01.03.2011"
"9783525539804"	"111991"	"111991"	"Die Ausgrabungen von Qumran und En Feschcha"	"LIEFER"	""	""	"524"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.09.1996"
"9783525461952"	"116768"	"P1013144"	"Aller Anfang ist ein Anfang"	"LIEFER"	""	""	""	"4"	"4050"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"09.03.2011"
"9783525512098"	"112014"	"112014"	"Das Buch Hesekiel / Ezechiel"	"LIEFER"	""	""	"013"	"1"	"5100"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.10.1996"
"9783525310427"	"1004189"	"P1004893"	"The Crisis of Socialist Modernity"	"LIEFER"	""	""	"173"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"14.09.2011"
"9783525354445"	"112031"	"112031"	"Stift Haug in Würzburg"	"LIEFER"	""	""	"888"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"12.05.1998"
"9783647404165"	"1005423"	"P1006234"	"Ich arbeite, also bin ich?"	"LIEFER"	""	""	""	"1"	"4060"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"20.05.2009"
"9783525604052"	"115338"	"115338"	"Abenteuer Fairness"	"LIEFER"	""	""	""	"1"	"6700"	"PRAKT.THEO"	"VR"	"100"	"BUCH"	"12.09.2001"
"9783647404202"	"1005424"	"P1006235"	"Männer – Das schwache Geschlecht und sein Gehirn"	"LIEFER"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"17.03.2010"
"9783525516713"	"112019"	"112019"	"Von den Anfängen bis zum Ende der Königszeit"	"LIEFER"	""	""	"263"	"2"	"5100"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.04.1996"
"9783647454146"	"1005425"	"P1006236"	"Riskante Kindheit"	"LIEFER"	""	""	"785"	"1"	"4080"	"PSYCH/MED"	"VRE"	"231"	"E-BOOK"	"20.05.2009"
""	"112054"	"112054"	"Praxis der Kinderpsychologie und Kinderpsychiatrie"	"LIEFER"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1997"
"9783525460252"	"116769"	"P1036701"	"Der Fokus"	"LIEFER"	""	""	"650"	"1"	"4070"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"13.04.2004"
"9783525825174"	"115341"	"115341"	"Im Offenkundigen das Verborgene"	"LIEFER"	""	""	"004"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.01.2002"
"9783525569528"	"116773"	"116773"	"Methodistische Theologie im 19. Jahrhundert"	"LIEFER"	""	""	"386"	"1"	"6910"	"WISS.THEO"	"VR"	"210"	"BUCH"	"27.01.2004"
"9783525825181"	"115342"	"115342"	"Die Veröffentlichungen der Akademie der Wissenschaften zu Göttingen 1751–2001"	"LIEFER"	""	""	"004"	"1"	"9000"	"GEIST"	"VR"	"160"	"BUCH"	"12.11.2001"
"9783825217457"	"116774"	"116774"	"Einführung in die griechische Tragödie"	"LIEFER"	""	""	""	"2"	"9525"	"GEIST"	"UTB"	"132"	"BUCH"	"12.04.2003"
"9783525710388"	"115343"	"P1008273"	"Lernzirkel zu Mythen des Hygin"	"LIEFER"	""	""	""	"2"	"7100"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"07.12.2011"
"9783525451113"	"116798"	"116798"	"Psychoanalytische Technik, ihre Anwendung und Veränderung in der Psychosentherapie"	"LIEFER"	""	""	"158"	"1"	"4070"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.11.2003"
"9783525512425"	"112061"	"112061"	"Die Propheten Joel, Obadja, Jona, Micha"	"LIEFER"	""	""	"012"	"1"	"5100"	"WISS.THEO"	"VR"	"100"	"BUCH"	"08.05.2007"
"9783525595060"	"116797"	"116797"	"Mitmach- und Familiengottesdienste"	"LIEFER"	""	""	"138"	"1"	"6000"	"PRAKT.THEO"	"VR"	"100"	"BUCH"	"13.07.2004"
